3783 24186
413 1372 0.2444444444
413 1155 0.3055555556
413 890 0.1235955056
413 572 0.1170212766
828 414 0.5000000000
545 415 0.3333333333
829 415 0.3000000000
3324 415 0.1833333333
7558 415 0.1833333333
415 829 1.0000000000
415 545 0.0962962963
415 3324 1.0000000000
415 7558 0.3235294118
898 416 0.1133333333
1071 416 0.0933333333
432 416 0.0733333333
490 416 0.0733333333
416 898 0.4358974359
416 1071 0.3783783784
416 432 0.0754716981
416 490 0.0866141732
1199 417 0.0928571429
520 417 0.0857142857
1582 417 0.0785714286
417 901 1.0000000000
417 520 0.1710526316
417 1199 0.3611111111
417 1582 0.3235294118
417 7591 0.0450450450
417 754 0.0000000000
417 7512 0.0000000000
771 419 0.0754716981
774 419 0.0691823899
1927 419 0.0691823899
990 419 0.0691823899
655 419 0.0691823899
531 419 0.0691823899
987 419 0.0691823899
1214 419 0.0691823899
606 419 0.0691823899
419 774 0.1222222222
419 1927 0.5000000000
419 990 0.1641791045
419 655 0.1195652174
419 531 0.0814814815
419 771 0.2200000000
419 987 0.2972972973
419 1214 0.3142857143
419 606 0.2075471698
1611 420 0.1898734177
1926 420 0.1518987342
772 420 0.1518987342
1456 421 0.2542372881
529 421 0.1864406780
421 529 0.0814814815
536 422 0.0872483221
851 422 0.0738255034
507 422 0.0738255034
1419 422 0.0738255034
1920 422 0.0738255034
467 422 0.0738255034
535 422 0.0738255034
422 536 0.0585365854
422 1419 0.3529411765
422 535 0.0960000000
422 507 0.0591397849
422 1920 0.5000000000
422 467 0.0748299320
1718 423 0.1348314607
1659 423 0.1235955056
1108 423 0.1235955056
423 1277 0.3428571429
423 1718 0.5217391304
423 1108 0.3333333333
423 1659 0.3333333333
1379 424 0.0726256983
638 424 0.0614525140
2188 424 0.0614525140
1030 424 0.0614525140
1437 424 0.0614525140
537 424 0.0614525140
424 638 0.1506849315
424 2188 0.5000000000
424 1138 0.2391304348
424 1030 0.1929824561
424 1437 0.2500000000
424 537 0.1157894737
424 645 0.0000000000
468 425 0.4081632653
7570 425 0.3673469388
425 468 0.2597402597
425 7570 0.0000000000
515 426 0.2531645570
933 426 0.1392405063
2555 426 0.1392405063
7518 426 0.1392405063
7374 426 0.1392405063
426 515 0.2631578947
426 2555 1.0000000000
426 7518 0.2558139535
426 7374 0.2894736842
1189 427 0.1284403670
462 427 0.1009174312
1509 427 0.1009174312
1777 427 0.1009174312
427 1189 0.5384615385
427 1509 0.2500000000
427 1777 0.3333333333
7588 428 0.2173913043
428 7600 0.0000000000
831 430 0.2531645570
817 430 0.1898734177
1055 430 0.1898734177
7595 430 0.1392405063
430 831 1.0000000000
430 817 0.2142857143
430 1055 0.4054054054
430 7595 0.0295566502
430 7509 0.1212121212
861 431 0.0946745562
610 431 0.0710059172
1549 431 0.0710059172
2340 431 0.0650887574
3201 431 0.0650887574
1552 431 0.0650887574
7398 431 0.0295857988
431 861 1.0000000000
431 1552 0.5416666667
431 610 0.1165048544
431 1549 0.3529411765
431 2340 0.5000000000
431 3201 1.0000000000
431 493 0.0000000000
1887 432 0.0754716981
637 432 0.0754716981
604 432 0.0691823899
1772 432 0.0691823899
1195 432 0.0691823899
3301 432 0.0691823899
1822 432 0.0691823899
896 432 0.0691823899
3254 432 0.0691823899
432 1887 0.5217391304
432 637 0.1445783133
432 604 0.1718750000
432 1772 0.4782608696
432 1195 0.1447368421
432 1793 0.3333333333
432 3301 1.0000000000
432 1822 0.3333333333
432 896 0.1392405063
432 3254 0.1089108911
1063 433 0.0863309353
572 433 0.0791366906
2369 433 0.0791366906
3254 433 0.0791366906
2370 433 0.0791366906
890 433 0.0791366906
751 433 0.0791366906
7541 433 0.0791366906
433 1063 0.1791044776
433 572 0.1170212766
433 2369 0.1195652174
433 3254 0.1089108911
433 2370 0.5000000000
433 890 0.1235955056
433 751 0.1358024691
433 7595 0.0221674877
433 7541 0.5000000000
2421 434 0.2022471910
1821 434 0.1460674157
1278 434 0.1348314607
435 434 0.1348314607
460 434 0.1235955056
434 2421 1.0000000000
434 1278 0.2666666667
434 460 0.0743243243
2261 435 0.0852713178
1855 435 0.0852713178
627 435 0.0852713178
1190 435 0.0852713178
435 1855 0.3333333333
435 2368 0.5000000000
435 627 0.1067961165
435 1190 0.1964285714
435 1825 0.4782608696
501 436 0.2159090909
937 436 0.1477272727
1419 436 0.1250000000
768 436 0.1250000000
436 1419 0.3235294118
436 7437 0.0000000000
472 437 0.1428571429
2014 437 0.1122448980
720 437 0.1122448980
669 437 0.1122448980
437 472 0.1214953271
437 2014 0.5000000000
437 720 0.0909090909
437 1979 0.5000000000
437 669 0.1195652174
521 438 0.1326530612
505 438 0.1122448980
438 521 0.1447368421
438 505 0.0808823529
438 439 0.0859375000
438 5140 0.4500000000
625 439 0.1015625000
1044 439 0.0937500000
994 439 0.0859375000
1402 439 0.0859375000
439 625 0.1397849462
439 1044 0.4444444444
439 994 0.1028037383
439 1402 0.2500000000
514 440 0.1666666667
440 514 0.1206896552
1238 441 0.1271186441
775 441 0.1101694915
514 441 0.0932203390
721 441 0.0932203390
1237 441 0.0932203390
2501 441 0.0932203390
1613 441 0.0932203390
441 1238 1.0000000000
441 775 0.1300000000
441 721 0.1803278689
441 1237 0.3142857143
441 2501 1.0000000000
441 1613 0.4782608696
537 442 0.0937500000
1106 442 0.0859375000
2500 442 0.0859375000
1630 442 0.0859375000
1947 442 0.0859375000
851 442 0.0859375000
442 1637 1.0000000000
442 1218 0.2666666667
442 537 0.1263157895
442 1106 0.1964285714
442 2500 1.0000000000
442 1630 0.3333333333
442 1947 0.5000000000
442 851 0.1235955056
442 7402 0.0000000000
442 7511 0.0000000000
7564 443 0.1015625000
491 443 0.0859375000
2491 443 0.0859375000
824 443 0.0703125000
443 517 0.1132075472
443 2491 1.0000000000
443 2496 1.0000000000
443 7387 0.1914893617
443 7564 0.0000000000
927 444 0.0786516854
1014 444 0.0730337079
784 444 0.0730337079
1683 444 0.0674157303
2048 444 0.0617977528
851 444 0.0617977528
563 444 0.0617977528
1630 444 0.0617977528
508 444 0.0617977528
566 444 0.0617977528
3172 444 0.0280898876
444 1014 0.3513513514
444 927 0.3421052632
444 1928 0.5000000000
444 2048 0.5000000000
444 851 0.1235955056
444 563 0.0887096774
444 1630 0.3333333333
444 508 0.1145833333
444 566 0.1170212766
444 7589 0.1170212766
444 7524 0.0000000000
446 445 0.2941176471
1625 445 0.1617647059
445 446 0.2941176471
445 7564 0.0123456790
445 1625 0.3333333333
768 446 0.1617647059
446 768 0.1222222222
732 447 0.1015625000
999 447 0.1015625000
1120 447 0.0937500000
1971 447 0.0859375000
5342 447 0.0390625000
447 732 0.1428571429
447 999 0.2765957447
447 1120 0.2142857143
447 1971 0.5000000000
1265 448 0.1923076923
1007 448 0.1923076923
923 448 0.1666666667
1962 448 0.1538461538
1103 448 0.1538461538
448 1265 1.0000000000
448 1007 0.4054054054
448 923 0.3684210526
448 1103 0.1818181818
448 1962 0.5000000000
7587 449 0.1016949153
1004 449 0.0932203390
670 449 0.0932203390
449 1004 0.1929824561
449 670 0.1341463415
449 7587 0.2000000000
1246 450 0.3125000000
7564 450 0.2708333333
450 7564 0.0145903479
598 451 0.0937500000
695 451 0.0859375000
555 451 0.0859375000
5342 451 0.0859375000
451 598 0.1428571429
451 695 0.0982142857
451 555 0.1466666667
693 452 0.0773809524
7565 452 0.0714285714
689 452 0.0654761905
1328 452 0.0654761905
7603 452 0.0654761905
452 7565 0.0278422274
452 689 0.1195652174
452 693 0.1195652174
452 1328 0.1294117647
452 7603 0.0153417015
950 453 0.2040816327
876 453 0.1122448980
519 453 0.1122448980
453 950 1.0000000000
453 876 0.0614525140
453 519 0.0662650602
603 454 0.0810810811
1592 454 0.0743243243
1068 454 0.0743243243
754 454 0.0743243243
1149 454 0.0743243243
454 603 0.1595744681
454 1592 0.4583333333
454 1068 0.1428571429
454 754 0.0728476821
454 1149 0.1666666667
454 7552 0.0192719486
690 455 0.1530612245
954 455 0.1122448980
636 455 0.1122448980
455 690 0.1829268293
455 5342 0.0282051282
455 636 0.2075471698
3035 456 0.1525423729
1826 456 0.0932203390
1335 456 0.0932203390
1154 456 0.0932203390
2979 456 0.0932203390
456 1826 0.2075471698
456 1335 0.2000000000
456 1154 0.1964285714
456 2979 1.0000000000
1854 457 0.1016949153
3133 457 0.1016949153
2395 457 0.0932203390
2297 457 0.0932203390
457 3133 0.1481481481
457 1854 0.5217391304
457 2395 0.2619047619
457 2297 0.5000000000
525 458 0.2040816327
974 458 0.1122448980
7595 458 0.1122448980
458 525 0.1447368421
458 974 0.1896551724
1199 459 0.1171875000
617 459 0.0937500000
1886 459 0.0859375000
1884 459 0.0859375000
1066 459 0.0859375000
459 617 0.1061946903
459 1066 0.2105263158
459 1886 0.3333333333
459 1884 0.3333333333
1544 460 0.0810810811
705 460 0.0810810811
512 460 0.0743243243
769 460 0.0743243243
1855 460 0.0743243243
1129 460 0.0743243243
1366 460 0.0743243243
1559 460 0.0743243243
460 705 0.1176470588
460 769 0.1222222222
460 512 0.1037735849
460 1855 0.3333333333
460 1129 0.1666666667
460 1366 0.3142857143
460 1559 0.3235294118
7419 461 0.4736842105
601 462 0.0810810811
3326 462 0.0743243243
1379 462 0.0743243243
1878 462 0.0743243243
462 601 0.1875000000
462 3326 1.0000000000
462 1878 0.3333333333
666 463 0.1764705882
585 463 0.1764705882
463 585 0.0779220779
463 666 0.0833333333
463 580 0.0763888889
985 464 0.2647058824
497 464 0.2205882353
464 985 1.0000000000
464 497 0.1724137931
464 1898 1.0000000000
652 465 0.3750000000
559 465 0.3125000000
465 652 0.5454545455
465 560 0.3333333333
465 559 0.3333333333
658 466 0.0940170940
654 466 0.0940170940
466 658 0.1774193548
466 654 0.1078431373
2538 467 0.0816326531
2537 467 0.0748299320
467 2538 1.0000000000
467 2537 1.0000000000
467 701 0.0000000000
502 468 0.1558441558
468 502 0.1818181818
468 7552 0.0235546039
906 469 0.0573248408
2336 469 0.0063694268
1227 470 0.3157894737
2546 470 0.1929824561
470 2546 1.0000000000
1652 472 0.1121495327
1235 472 0.1121495327
2480 472 0.1028037383
472 1652 0.5217391304
472 1235 0.1263157895
472 2480 1.0000000000
986 473 0.0944881890
999 473 0.0866141732
998 473 0.0866141732
473 986 0.1641791045
473 999 0.2340425532
473 998 0.2972972973
745 474 0.0944881890
2901 474 0.0944881890
1912 474 0.0944881890
475 474 0.0944881890
7394 474 0.0866141732
2937 474 0.0866141732
669 474 0.0866141732
474 745 0.2926829268
474 1912 1.0000000000
474 475 0.1558441558
474 7394 0.1964285714
474 2937 1.0000000000
474 2901 1.0000000000
474 669 0.1195652174
474 7603 0.0000000000
7406 475 0.1558441558
1627 475 0.1428571429
1980 475 0.1428571429
475 7406 0.3714285714
475 1980 1.0000000000
475 724 0.3548387097
475 1627 0.4782608696
2082 476 0.1196581197
927 476 0.1025641026
2569 476 0.1025641026
2031 476 0.0940170940
2567 476 0.0940170940
1660 476 0.0940170940
1111 476 0.0940170940
476 927 0.3157894737
476 2082 0.5000000000
476 2031 0.3437500000
476 2567 1.0000000000
476 2569 1.0000000000
476 1660 0.3333333333
476 1111 0.1964285714
867 477 0.2337662338
577 477 0.1688311688
608 477 0.1428571429
1640 477 0.1428571429
1662 477 0.1428571429
477 867 0.6206896552
477 577 0.2954545455
477 608 0.2063492063
477 1640 0.4782608696
477 1662 0.3333333333
988 478 0.0734463277
7564 478 0.0677966102
1249 478 0.0621468927
2603 478 0.0621468927
1675 478 0.0621468927
858 478 0.0621468927
2560 478 0.0621468927
1431 478 0.0621468927
920 478 0.0621468927
5342 478 0.0395480226
478 7564 0.0134680135
478 988 0.1791044776
478 1249 0.1047619048
478 2603 1.0000000000
478 1675 0.4782608696
478 858 0.2244897959
478 2560 1.0000000000
478 920 0.1410256410
478 1431 0.3235294118
1699 479 0.1494252874
7564 479 0.1494252874
479 1699 1.0000000000
479 7564 0.0145903479
7564 480 0.1379310345
1117 480 0.1264367816
7533 480 0.1264367816
2065 480 0.1264367816
2038 480 0.1264367816
480 7564 0.0145903479
480 1117 0.1964285714
480 2065 0.5000000000
480 2038 0.5000000000
480 1107 0.2391304348
480 7533 0.5000000000
628 481 0.2985074627
1273 481 0.1791044776
481 628 0.2790697674
481 1273 0.2666666667
7389 482 0.0866141732
7603 482 0.0866141732
482 7603 0.0167364017
482 7389 0.1641791045
2994 483 0.0940170940
483 2994 1.0000000000
1568 484 0.0802919708
1059 484 0.0802919708
484 526 0.0753424658
484 1568 0.2500000000
484 1059 0.1428571429
484 1322 0.0695652174
485 7331 1.0000000000
635 486 0.2238805970
2223 486 0.1641791045
486 635 0.1807228916
486 2223 0.5000000000
798 487 0.0552995392
7512 487 0.0506912442
687 487 0.0506912442
487 798 0.0146341463
487 7512 0.0666666667
487 687 0.0982142857
1565 488 0.2337662338
597 488 0.1428571429
705 488 0.1428571429
491 488 0.1428571429
488 1565 1.0000000000
488 972 0.2291666667
488 597 0.0820895522
488 705 0.1078431373
488 1321 0.2444444444
488 491 0.0291777188
1507 490 0.1023622047
1541 490 0.0866141732
650 490 0.0866141732
490 1507 0.5416666667
490 1541 0.3235294118
490 650 0.0718954248
1221 491 0.0318302387
520 491 0.0318302387
1514 491 0.0318302387
2233 491 0.0318302387
1039 491 0.0318302387
839 491 0.0318302387
876 491 0.0291777188
801 491 0.0291777188
824 491 0.0212201592
7518 491 0.0212201592
2336 491 0.0185676393
1147 491 0.0185676393
491 7415 0.0909090909
491 520 0.1710526316
491 684 0.1304347826
491 1321 0.2666666667
491 1221 0.2666666667
491 1752 0.5217391304
491 1514 0.5000000000
491 2233 1.0000000000
491 839 0.2033898305
491 1622 0.3333333333
491 1351 0.2000000000
491 1388 0.1294117647
491 7580 0.0956521739
491 7552 0.0235546039
491 876 0.0614525140
491 1039 0.1929824561
491 801 0.0478260870
491 824 0.0692307692
491 2336 0.0185185185
491 7602 0.0000000000
491 7601 0.0000000000
491 7599 0.0000000000
491 7598 0.0000000000
491 7604 0.0000000000
491 7518 0.0000000000
491 7603 0.0000000000
525 493 0.1709401709
617 493 0.1025641026
1538 493 0.1025641026
752 493 0.0940170940
493 525 0.1447368421
493 1538 0.3235294118
493 752 0.0990990991
1421 494 0.1111111111
1860 494 0.1111111111
557 494 0.0940170940
666 494 0.0940170940
494 1421 0.3529411765
494 557 0.1047619048
494 1860 0.3333333333
758 495 0.2238805970
1377 495 0.1641791045
495 758 0.2941176471
495 1377 0.4800000000
7558 496 0.2061855670
3340 496 0.1134020619
3320 496 0.1134020619
496 3340 1.0000000000
496 3320 1.0000000000
496 7558 0.2647058824
1178 497 0.1954022989
2336 498 0.0778443114
1074 498 0.0658682635
2293 498 0.0658682635
651 498 0.0658682635
708 498 0.0000000000
498 2336 0.0277777778
498 1396 0.2444444444
498 7384 0.5000000000
498 708 0.1097560976
498 7560 0.1216216216
1907 499 0.2985074627
605 499 0.1940298507
906 499 0.1641791045
499 1907 1.0000000000
499 2433 0.5000000000
499 605 0.1057692308
1425 500 0.1279069767
500 1425 0.2500000000
1102 501 0.1578947368
7375 501 0.1447368421
501 794 1.0000000000
501 1102 0.3333333333
533 502 0.1969696970
716 502 0.1818181818
502 7552 0.0364025696
502 716 0.0773480663
502 533 0.3111111111
1109 504 0.1250000000
2593 504 0.1145833333
608 504 0.1145833333
995 504 0.1145833333
504 1109 0.4615384615
504 2593 1.0000000000
504 608 0.1746031746
504 995 0.2972972973
669 505 0.0955882353
7603 505 0.0808823529
1432 505 0.0808823529
993 505 0.0808823529
7424 505 0.0808823529
505 669 0.1304347826
505 7603 0.0153417015
505 1432 0.3235294118
505 993 0.2340425532
505 7424 0.5000000000
7375 506 0.1145833333
506 7375 0.3125000000
566 507 0.0698924731
535 507 0.0645161290
583 507 0.0591397849
2104 507 0.0591397849
1985 507 0.0591397849
7371 507 0.0591397849
609 507 0.0591397849
5342 507 0.0376344086
507 566 0.1382978723
507 535 0.0960000000
507 583 0.2037037037
507 2104 0.5000000000
507 1985 0.5000000000
507 7589 0.1170212766
507 7371 0.1617647059
507 609 0.0973451327
1957 508 0.1145833333
609 508 0.1145833333
508 1957 0.5000000000
508 609 0.0973451327
508 7589 0.0000000000
2345 509 0.0873015873
1157 509 0.0873015873
878 509 0.0873015873
1000 509 0.0873015873
2548 509 0.0873015873
509 1000 0.5555555556
509 2345 1.0000000000
509 1157 0.1964285714
509 878 0.1864406780
509 2548 1.0000000000
510 1679 0.5217391304
2037 511 0.2631578947
568 511 0.1447368421
612 511 0.1447368421
511 2037 0.5000000000
511 568 0.0887096774
511 612 0.1067961165
798 513 0.1447368421
945 513 0.1447368421
2539 513 0.1447368421
1978 513 0.1447368421
513 1751 0.5217391304
513 798 0.0134146341
513 945 0.1410256410
513 2539 1.0000000000
513 1978 0.5000000000
1432 514 0.1034482759
2030 514 0.1034482759
2658 514 0.0948275862
2045 514 0.0948275862
1224 514 0.0948275862
514 2030 1.0000000000
514 2658 1.0000000000
514 2045 0.5000000000
514 1224 0.2444444444
514 1432 0.3235294118
2077 515 0.1447368421
619 515 0.1447368421
515 2077 0.5000000000
1291 516 0.1587301587
1136 516 0.0873015873
729 516 0.0873015873
5342 516 0.0555555556
516 1291 1.0000000000
516 547 0.0827586207
516 729 0.1208791209
518 517 0.1320754717
517 7603 0.0000000000
2191 518 0.0948275862
737 518 0.0948275862
1859 518 0.0000000000
518 737 0.3658536585
518 2191 0.5000000000
745 519 0.0722891566
1164 519 0.0662650602
1288 519 0.0662650602
2899 519 0.0662650602
946 519 0.0662650602
519 745 0.2926829268
519 1164 0.1964285714
519 1288 0.2000000000
519 2899 1.0000000000
519 946 0.0654761905
2973 520 0.1447368421
520 2973 1.0000000000
754 522 0.1031746032
883 522 0.0873015873
1337 522 0.0873015873
5342 522 0.0873015873
1156 522 0.0873015873
522 883 0.1235955056
522 1337 0.2000000000
522 5342 0.0282051282
522 1156 0.1666666667
523 1341 0.5600000000
819 525 0.2631578947
644 525 0.1447368421
525 644 0.4651162791
525 819 1.0000000000
7591 526 0.0821917808
904 526 0.0753424658
526 7591 0.1081081081
526 3216 1.0000000000
526 904 0.1392405063
526 1826 0.1698113208
6792 527 0.4347826087
1584 527 0.3695652174
527 1584 0.6250000000
527 6792 0.5500000000
7591 528 0.1627906977
1586 528 0.1279069767
528 7591 0.1261261261
528 1586 0.2500000000
677 529 0.0962962963
1154 529 0.0888888889
2316 529 0.0814814815
747 529 0.0814814815
1221 529 0.0814814815
1210 529 0.0814814815
2529 529 0.0814814815
992 529 0.0814814815
529 677 0.1805555556
529 2316 1.0000000000
529 1154 0.2142857143
529 747 0.0990990991
529 1221 0.2444444444
529 1210 0.1294117647
529 2529 1.0000000000
529 992 0.1929824561
650 530 0.0956521739
1798 530 0.0956521739
530 650 0.0718954248
530 1798 0.4782608696
1633 531 0.0888888889
840 531 0.0888888889
1095 531 0.0814814815
774 531 0.0814814815
7327 531 0.0814814815
531 840 0.1518987342
531 1633 0.3333333333
531 1095 0.1964285714
531 774 0.1222222222
531 7327 0.1235955056
7400 532 0.2666666667
1119 532 0.1466666667
532 2665 1.0000000000
532 1119 0.3055555556
532 7400 0.1294117647
776 533 0.4444444444
533 776 1.0000000000
912 534 0.1263157895
2474 534 0.1157894737
2460 534 0.1157894737
534 912 0.2068965517
534 2859 1.0000000000
534 2474 1.0000000000
534 2460 1.0000000000
534 7582 0.0000000000
912 535 0.0880000000
536 535 0.0880000000
654 535 0.0880000000
3516 535 0.0880000000
535 912 0.1896551724
535 536 0.0536585366
535 654 0.1078431373
535 3516 0.1222222222
7596 536 0.0585365854
668 536 0.0585365854
612 536 0.0585365854
2643 536 0.0536585366
1237 536 0.0536585366
1965 536 0.0536585366
538 536 0.0536585366
1623 536 0.0536585366
992 536 0.0536585366
7371 536 0.0536585366
3516 536 0.0536585366
5342 536 0.0341463415
536 612 0.1165048544
536 2643 1.0000000000
536 2614 1.0000000000
536 668 0.1195652174
536 1237 0.3142857143
536 1965 0.5000000000
536 538 0.2000000000
536 1623 0.3333333333
536 992 0.1929824561
536 7371 0.1617647059
536 3516 0.1222222222
536 7596 0.0000000000
1088 537 0.1263157895
537 1088 0.2608695652
726 538 0.3636363636
1241 538 0.2181818182
852 539 0.3076923077
1639 539 0.1846153846
854 539 0.1692307692
539 852 0.5172413793
539 1639 1.0000000000
539 854 0.1392405063
863 540 0.0956521739
2591 540 0.0956521739
986 540 0.0956521739
1659 540 0.0956521739
540 863 0.0691823899
540 2591 1.0000000000
540 986 0.1641791045
540 1659 0.3333333333
1262 541 0.0800000000
1627 541 0.0685714286
1122 541 0.0685714286
1260 541 0.0685714286
2026 541 0.0685714286
732 541 0.0628571429
1638 541 0.0628571429
2071 541 0.0628571429
2068 541 0.0628571429
911 541 0.0628571429
7519 541 0.0000000000
541 1262 0.5600000000
541 1627 0.5217391304
541 1122 0.3333333333
541 1260 0.4800000000
541 2026 1.0000000000
541 732 0.1208791209
541 1638 0.0718954248
541 2071 0.5000000000
541 911 0.1250000000
541 7519 0.0000000000
629 542 0.0888888889
2755 542 0.0814814815
1638 542 0.0814814815
1276 542 0.0814814815
542 2755 1.0000000000
542 1638 0.0718954248
542 1276 0.2000000000
542 629 0.1182795699
542 7557 0.3571428571
792 543 0.1692307692
543 792 0.0785714286
7547 544 0.1411764706
563 544 0.1294117647
544 563 0.0887096774
544 7547 1.0000000000
544 926 0.0423728814
7603 546 0.1411764706
734 546 0.1411764706
7375 546 0.1294117647
546 7603 0.0209205021
546 734 0.1967213115
1294 547 0.0965517241
585 547 0.0758620690
1484 547 0.0758620690
777 547 0.0758620690
796 547 0.0758620690
1737 547 0.0758620690
2146 547 0.0758620690
547 1294 0.5200000000
547 585 0.0714285714
547 1484 0.2500000000
547 777 0.0733333333
547 796 0.1100000000
547 1737 0.3333333333
7603 548 0.1263157895
7595 548 0.1157894737
1157 548 0.1157894737
548 7603 0.0209205021
548 1349 0.2000000000
548 1157 0.1964285714
1379 549 0.0956521739
1579 549 0.0956521739
549 7603 0.0167364017
549 1579 0.2500000000
553 550 0.0956521739
2910 550 0.0956521739
550 553 0.0666666667
550 2910 1.0000000000
708 551 0.2000000000
1351 551 0.1692307692
551 708 0.1585365854
1513 552 0.1647058824
552 1311 0.5600000000
3252 553 0.0666666667
3249 553 0.0666666667
1561 553 0.0666666667
3243 553 0.0666666667
3153 553 0.0666666667
1543 553 0.0666666667
3090 553 0.0666666667
2231 553 0.0666666667
693 553 0.0666666667
553 3252 1.0000000000
553 3249 1.0000000000
553 1561 0.3235294118
553 3243 1.0000000000
553 3153 1.0000000000
553 1543 0.4583333333
553 3090 1.0000000000
553 2231 0.5000000000
553 1321 0.2444444444
553 693 0.1195652174
553 7603 0.0000000000
600 554 0.3636363636
1523 554 0.2000000000
554 600 0.5882352941
1058 555 0.1466666667
762 555 0.1200000000
555 1035 0.2280701754
559 652 0.4545454545
559 560 0.3333333333
2590 561 0.1170212766
561 1087 0.1666666667
561 2590 1.0000000000
1466 562 0.1486486486
562 780 0.1857142857
562 1466 0.4583333333
773 563 0.0967741935
7550 563 0.0967741935
1413 563 0.0887096774
563 773 0.2000000000
563 7550 0.0431654676
563 1413 0.2500000000
748 564 0.1170212766
1618 564 0.1170212766
7552 564 0.1170212766
564 1618 0.3333333333
564 7552 0.0235546039
564 655 0.1195652174
564 748 0.0000000000
1088 565 0.1486486486
565 1088 0.2391304348
716 566 0.1170212766
911 566 0.1170212766
566 716 0.0662983425
566 911 0.1250000000
939 568 0.0887096774
925 568 0.0887096774
1633 568 0.0887096774
568 939 0.1250000000
568 925 0.2291666667
568 657 0.1195652174
568 1633 0.3333333333
584 569 0.3125000000
569 584 0.3703703704
863 570 0.1057692308
1249 570 0.1057692308
1101 570 0.1057692308
570 1249 0.1142857143
570 863 0.0691823899
570 1101 0.1964285714
1281 571 0.2343750000
780 571 0.2343750000
1474 571 0.1875000000
1103 571 0.1718750000
571 1281 1.0000000000
571 780 0.2142857143
571 1474 0.5000000000
571 1103 0.1666666667
859 573 0.3409090909
1001 573 0.2500000000
573 859 0.1884057971
573 1001 0.1428571429
7564 574 0.1382978723
857 574 0.1276595745
1628 574 0.1170212766
725 574 0.1170212766
669 574 0.1170212766
574 7564 0.0168350168
574 857 0.1645569620
574 725 0.0990990991
574 669 0.1195652174
616 575 0.1547619048
2040 575 0.1428571429
2039 575 0.1428571429
1435 575 0.1428571429
856 575 0.1428571429
849 575 0.1309523810
575 856 0.3846153846
575 849 0.2653061224
575 616 0.1780821918
575 2040 1.0000000000
575 2039 1.0000000000
575 1435 0.5000000000
579 576 0.3518518519
7564 576 0.2407407407
7550 576 0.2037037037
576 579 0.3125000000
576 7564 0.0145903479
576 7550 0.0395683453
614 577 0.4545454545
1693 577 0.2500000000
577 614 0.1036269430
577 1693 0.3333333333
577 7576 0.1724137931
727 578 0.1904761905
860 578 0.1309523810
994 578 0.1309523810
578 727 0.2622950820
578 994 0.1121495327
578 860 0.3793103448
578 2027 0.5000000000
619 579 0.1718750000
671 579 0.1718750000
579 619 0.0973451327
579 671 0.1341463415
2705 580 0.0763888889
2681 580 0.0763888889
1001 580 0.0763888889
865 580 0.0763888889
580 2681 1.0000000000
580 2705 1.0000000000
580 1001 0.1428571429
580 865 0.1594202899
1691 582 0.4545454545
628 583 0.3703703704
583 628 0.2558139535
1268 584 0.2222222222
1716 584 0.2037037037
584 1268 0.4800000000
1859 585 0.0714285714
7410 585 0.0714285714
585 798 0.0146341463
585 1859 0.3333333333
585 7410 0.2037037037
585 7600 0.0226244344
585 7604 0.0000000000
592 586 0.1170212766
1283 586 0.1170212766
2753 586 0.1170212766
586 592 0.0964912281
586 1283 0.2444444444
586 2753 1.0000000000
1167 587 0.0833333333
3357 587 0.0763888889
614 587 0.0763888889
787 587 0.0763888889
7603 587 0.0763888889
587 3357 1.0000000000
587 1167 0.1964285714
587 614 0.0569948187
587 787 0.1375000000
587 7603 0.0125523013
798 588 0.0895522388
1161 588 0.0820895522
796 588 0.0820895522
1740 588 0.0820895522
7603 588 0.0820895522
588 798 0.0146341463
588 7603 0.0167364017
588 796 0.1100000000
588 1740 0.3333333333
2154 589 0.1785714286
1736 589 0.1309523810
589 2154 1.0000000000
589 1736 0.3333333333
6878 590 0.3703703704
614 590 0.2037037037
590 6878 1.0000000000
590 614 0.0621761658
7565 591 0.1052631579
1802 591 0.0964912281
591 7565 0.0278422274
591 1802 0.4782608696
591 7528 0.0000000000
1150 592 0.0964912281
592 1150 0.1964285714
1762 593 0.0887096774
635 593 0.0887096774
593 635 0.1325301205
593 7441 1.0000000000
593 7397 0.0000000000
1582 594 0.1718750000
1522 594 0.1718750000
594 1582 0.3235294118
594 1522 0.2500000000
880 595 0.2968750000
1032 595 0.1875000000
595 880 1.0000000000
595 1032 0.1264367816
645 596 0.0964912281
596 645 0.0601092896
812 597 0.0895522388
1862 597 0.0895522388
1848 597 0.0895522388
2354 597 0.0820895522
1533 597 0.0820895522
965 597 0.0820895522
1851 597 0.0820895522
597 812 0.1500000000
597 1862 0.5217391304
597 2354 0.2619047619
597 1533 0.4583333333
597 965 0.2894736842
597 1848 0.4782608696
597 1851 0.3333333333
673 598 0.1547619048
3258 598 0.1309523810
2318 598 0.1309523810
598 673 0.2500000000
598 3219 1.0000000000
598 3258 1.0000000000
598 2318 0.5000000000
598 5342 0.0282051282
1188 599 0.0970149254
1532 599 0.0820895522
2320 599 0.0820895522
1537 599 0.0820895522
599 1188 0.3611111111
599 2320 0.5000000000
599 1537 0.2500000000
7575 602 0.0964912281
702 602 0.0964912281
602 7575 0.3666666667
602 702 0.0982142857
1382 603 0.1276595745
1199 603 0.1276595745
7521 603 0.1170212766
1009 603 0.1170212766
603 1382 0.3428571429
603 7521 0.2790697674
603 1199 0.3333333333
